,Metabolites,Odds ratio (recurr / cleared)
102,glycerophosphoinositol*,1.1188825368881226
103,soyasaponin I,1.1185024976730347
105,succinoyltaurine,1.1175285577774048
106,3-hydroxymyristate,1.1170116662979126
107,ferulylglycine (1),1.116990566253662
108,"2,4-dihydroxybutyrate",1.1165475845336914
109,argininosuccinate,1.1156370639801025
112,4-methylcatechol sulfate,1.113898515701294
119,succinylglutamine,1.1118214130401611
121,orotidine,1.1113379001617432
122,N-behenoyl-sphingadienine (d18:2/22:0)*,1.1113313436508179
125,3-(4-hydroxyphenyl)propionate,1.1103355884552002
126,beta-guanidinopropanoate,1.1100077629089355
127,(3'-5')-adenylyluridine,1.109928846359253
128,3-dehydroshikimate,1.108730673789978
129,1-palmitoyl-digalactosylglycerol (16:0)*,1.1082706451416016
131,4-acetamidobutanoate,1.1077969074249268
135,myristoleoylcarnitine (C14:1)*,1.1049904823303223
136,glycochenodeoxycholate,1.1047191619873047
140,methionine sulfoxide,1.102990984916687
144,carotene diol (1),1.1017941236495972
145,threonate,1.1016513109207153
147,sarcosine,1.1015359163284302
149,N-acetylglucosaminylasparagine,1.1009770631790161
150,glycerophosphoethanolamine,1.1003671884536743
152,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),1.0985385179519653
153,succinate,1.098516821861267
154,behenoyl ethanolamide (22:0)*,1.0981040000915527
157,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1.097342610359192
159,2-hydroxylaurate,1.0970312356948853
160,tryptophan betaine,1.0957907438278198
161,glutamine conjugate of C8H12O2 (2)*,1.0954413414001465
162,heptanoate (7:0),1.0951330661773682
163,"androstenediol (3beta,17beta) disulfate (1)",1.0944303274154663
164,ergosterol,1.0943632125854492
166,carboxy-methyl-arginine,1.0941873788833618
167,N-acetylmethionine,1.0940159559249878
169,lignoceroyl ethanolamide (24:0)*,1.091568946838379
174,glycocholenate sulfate*,1.090238332748413
175,4-hydroxyglutamate,1.0901023149490356
176,erucoylcarnitine (C22:1)*,1.090027928352356
178,ciliatine (2-aminoethylphosphonate),1.0896326303482056
180,eicosapentaenoate (EPA; 20:5n3),1.0895512104034424
182,gamma-glutamylglutamate,1.0891354084014893
183,N-stearoyltaurine,1.0890659093856812
184,glutarylcarnitine (C5-DC),1.0880030393600464
185,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",1.0875523090362549
186,phenylacetylglutamate,1.0871703624725342
187,"N,N-dimethyl-5-aminovalerate",1.0871119499206543
197,4-cholesten-3-one,1.0848536491394043
203,adipoylcarnitine (C6-DC),1.082144856452942
204,erucate (22:1n9),1.0820896625518799
205,steviol,1.081882357597351
207,erythritol,1.0802656412124634
208,3-S-cysteinyl-2-methylpropanoate*,1.0797656774520874
209,decanoylcarnitine (C10),1.0793486833572388
211,glycolithocholate sulfate*,1.0789644718170166
212,palmitoyl sphingomyelin (d18:1/16:0),1.078842043876648
213,2'-deoxyuridine,1.0788313150405884
215,(S)-a-amino-omega-caprolactam,1.078748106956482
216,2-hydroxystearate,1.0786635875701904
219,N-acetylglucosamine conjugate of C24H40O4 bile acid,1.0781254768371582
220,taurine,1.0780470371246338
221,"3,7-dimethylurate",1.0770289897918701
222,2-dimethylaminoethanol,1.0759217739105225
224,N-methylalanine,1.0755294561386108
227,3-methyl-2-oxobutyrate,1.0739250183105469
230,arachidoyl ethanolamide (20:0)*,1.0736818313598633
232,propionylglutamine,1.0731799602508545
234,tartronate (hydroxymalonate),1.0727406740188599
236,palmitoylcholine,1.0714377164840698
239,methylmalonate (MMA),1.0710605382919312
240,2-hydroxybutyrate/2-hydroxyisobutyrate,1.0710164308547974
242,3-hydroxysuberate,1.07046377658844
245,homostachydrine*,1.0699104070663452
246,mannose,1.0698291063308716
247,21-hydroxypregnanolone monosulfate (1),1.069417953491211
248,p-cresol sulfate,1.0688520669937134
250,glucuronate,1.0684860944747925
251,LAHSA (18:2/OH-18:0)*,1.0683917999267578
254,lactate,1.0679998397827148
255,5-methylthioadenosine (MTA),1.067911982536316
257,N-carbamoylputrescine,1.067516565322876
258,N6-acetyllysine,1.0672922134399414
259,hexadecanedioate (C16),1.0672292709350586
263,4-acetamidobenzoate,1.0661097764968872
265,pheophytin A,1.065629243850708
268,uracil,1.0652717351913452
271,pseudouridine,1.064878225326538
272,acetylagmatine,1.0644078254699707
273,N-acetylmethionine sulfoxide,1.0642396211624146
276,thiamin (Vitamin B1),1.0635029077529907
278,naringenin,1.06208336353302
281,sulfate*,1.0616060495376587
282,oxalate (ethanedioate),1.06137216091156
283,2'-deoxycytidine,1.0611430406570435
284,argininate*,1.0610474348068237
285,cytidine,1.0607839822769165
287,N-acetylaspartate (NAA),1.0598461627960205
289,3-hydroxystachydrine*,1.0592492818832397
292,sebacate (C10-DC),1.0589041709899902
293,p-hydroxybenzaldehyde,1.0587347745895386
296,N-carbamoylaspartate,1.0584276914596558
298,N1-Methyl-2-pyridone-5-carboxamide,1.0575393438339233
301,campesterol,1.056740641593933
302,tyramine O-sulfate,1.056428074836731
304,lignoceroyl sphingomyelin (d18:1/24:0),1.0558972358703613
307,1-palmitoylglycerol (16:0),1.0557984113693237
309,kynurenate,1.0553115606307983
311,valylglycine,1.055064082145691
313,xylose,1.0547387599945068
314,N-succinyl-phenylalanine,1.0544586181640625
315,tetrahydrocortisol sulfate (2),1.0543497800827026
317,1-oleoyl-GPC (18:1),1.0537786483764648
319,arginine,1.0533344745635986
320,decadienedioic acid (C10:2-DC),1.0532543659210205
321,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",1.0530136823654175
322,phenylacetylglutamine,1.053001880645752
323,Flavone derivative C26H28O14 (5)*,1.0527740716934204
324,dodecenedioate (C12:1-DC)*,1.052722692489624
326,myo-inositol,1.052420735359192
327,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,1.0518219470977783
329,maltitol/lactitol/cellobiotol/palatinol,1.0507266521453857
333,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",1.0501995086669922
336,gulonate*,1.0497182607650757
337,tyramine,1.0496430397033691
338,chenodeoxycholic acid sulfate (2),1.049599528312683
343,pregnenetriol disulfate*,1.047960877418518
344,isoursodeoxycholate sulfate (1),1.047930359840393
346,3-hydroxyphenylacetate,1.0476446151733398
350,androsterone sulfate,1.047261357307434
351,"N2,N5-diacetylornithine",1.0472301244735718
352,N-butyryl-phenylalanine,1.0472259521484375
354,pterin,1.0471420288085938
355,dehydrophytosphingosine*,1.0470495223999023
358,25-hydroxycholesterol sulfate,1.0468056201934814
359,pyridoxal,1.046783447265625
360,eicosanoylsphingosine (d20:1)*,1.0465612411499023
361,1-palmitoyl-GPG (16:0)*,1.0465031862258911
368,6-oxopiperidine-2-carboxylate,1.0458704233169556
369,N-acetylproline,1.0454267263412476
373,"bilirubin degradation product, C16H18N2O5 (2)",1.0445531606674194
374,gentisate,1.0445282459259033
378,indolepropionate,1.043364405632019
379,2-keto-3-deoxy-gluconate,1.0431791543960571
380,3-hydroxypalmitoylcarnitine,1.0431768894195557
381,alpha-CEHC sulfate,1.042625904083252
382,3-sulfo-L-alanine,1.0423787832260132
386,gamma-CEHC sulfate,1.0411734580993652
390,hypoxanthine,1.0404287576675415
397,"1,2-dilinoleoyl-GPC (18:2/18:2)",1.0393486022949219
400,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",1.0388870239257812
403,2-isopropylmalate,1.0384681224822998
404,dimethylarginine (ADMA + SDMA),1.0384427309036255
405,hyocholate,1.038001298904419
408,"2,3-dihydroxy-2-methylbutyrate",1.0376332998275757
412,pheophorbide A,1.0373138189315796
413,2-hydroxyadipate,1.0373079776763916
414,methyl indole-3-acetate,1.037065029144287
418,cysteine s-sulfate,1.0366051197052002
419,(R)-salsolinol,1.0365519523620605
421,(S)-3-hydroxybutyrylcarnitine,1.036445140838623
422,vanillic acid glycine,1.0357615947723389
423,4-hydroxyphenylacetate,1.0354721546173096
425,malonylcarnitine,1.0352771282196045
426,1-methylurate,1.034675121307373
427,cysteine sulfinic acid,1.0344429016113281
429,1-methyl-4-imidazoleacetate,1.0339524745941162
431,2-methylcitrate/homocitrate,1.0336352586746216
432,"1,2-dilinoleoyl-digalactosylglycerol (18:2/18:2)*",1.0335744619369507
433,S-1-pyrroline-5-carboxylate,1.033394694328308
434,13-HODE + 9-HODE,1.0332201719284058
436,xanthine,1.032804250717163
437,protoporphyrin IX,1.0326361656188965
438,(3'-5')-uridylyluridine,1.0324057340621948
439,2-hydroxylignocerate*,1.0323964357376099
440,sedoheptulose,1.03227698802948
441,1-stearoyl-GPI (18:0),1.0318207740783691
442,"ceramide (d16:1/24:1, d18:1/22:1)*",1.0317285060882568
444,mannonate*,1.031583309173584
446,stearoyl sphingomyelin (d18:1/18:0),1.0311630964279175
447,N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH)),1.0307636260986328
451,palmitoleoylcarnitine (C16:1)*,1.0299028158187866
453,gamma-glutamyl-alpha-lysine,1.029753565788269
455,1-methylhistidine,1.0293474197387695
456,N-acetylputrescine,1.0286951065063477
458,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),1.028626561164856
463,N6-carboxymethyllysine,1.0277678966522217
464,pentose acid*,1.0276763439178467
465,2-hydroxy-3-methylvalerate,1.027626633644104
467,21-hydroxypregnenolone disulfate,1.0274549722671509
469,fucose,1.0273230075836182
470,hydroxymethylpyrimidine,1.0272886753082275
471,N-acetyl-1-methylhistidine*,1.0271306037902832
472,linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,1.0270072221755981
473,"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",1.0268975496292114
476,I-urobilinogen,1.026445746421814
477,stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*,1.0263954401016235
478,3-hydroxylaurate,1.0263862609863281
479,trigonelline (N'-methylnicotinate),1.0263336896896362
480,4-methyl-2-oxopentanoate,1.0261088609695435
481,beta-hydroxyisovalerate,1.026092767715454
483,prolylhydroxyproline,1.026025652885437
485,vitexin,1.0254994630813599
489,1-stearoyl-2-oleoyl-GPC (18:0/18:1),1.0251872539520264
491,N-palmitoyltaurine,1.0250468254089355
492,N-acetyl-isoputreanine,1.0249340534210205
493,sulfate of piperine metabolite C16H19NO3 (2)*,1.0247002840042114
494,carotene diol (2),1.024619460105896
495,citrate,1.0244559049606323
496,gamma-glutamylvaline,1.0244216918945312
497,16a-hydroxy DHEA 3-sulfate,1.0242772102355957
499,tartarate,1.02396821975708
500,glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,1.0238912105560303
501,behenoyl sphingomyelin (d18:1/22:0)*,1.0238019227981567
502,caffeic acid sulfate,1.0237653255462646
503,butyrylputrescine/isobutyrylputrescine,1.0236469507217407
504,feruloylquinate (5),1.0236215591430664
505,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),1.023606777191162
508,alpha-hydroxyisocaproate,1.0234123468399048
510,histamine,1.0232988595962524
512,dehydroepiandrosterone sulfate (DHEA-S),1.02326238155365
513,phenylalanylalanine,1.0231943130493164
520,3-methyl-2-oxovalerate,1.022651195526123
521,adenosine,1.0225826501846313
524,taurolithocholate 3-sulfate,1.022134780883789
525,stigmasterol,1.0220701694488525
526,hydroxyproline,1.0219089984893799
527,"bilirubin degradation product, C16H18N2O5 (1)",1.0218994617462158
528,phenethylamine,1.0218831300735474
529,1-dihomo-linolenylglycerol (20:3),1.021511197090149
531,isoursodeoxycholate,1.0214821100234985
533,methylphosphate,1.0214182138442993
536,heptadecasphingosine (d17:1),1.0212472677230835
538,"3,4-dihydroxyphenylacetate",1.020995855331421
539,(14 or 15)-methylpalmitate (a17:0 or i17:0),1.0207594633102417
540,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),1.0205281972885132
542,levulinate (4-oxovalerate),1.0201969146728516
544,tyrosol,1.0197287797927856
546,N-acetylhomocitrulline,1.0193800926208496
549,5-hydroxylysine,1.0192248821258545
550,2-stearoyl-GPE (18:0)*,1.0191606283187866
551,dehydrolithocholate,1.0185233354568481
552,histidine,1.0184727907180786
553,"bilirubin degradation product, C16H18N2O5 (4)",1.0183131694793701
554,N-stearoyl-sphingosine (d18:1/18:0)*,1.0181903839111328
558,feruloylquinate (1),1.017823576927185
559,6-hydroxynicotinate,1.0177102088928223
560,3-hydroxyhexanoate,1.0176423788070679
564,4-guanidinobutanoate,1.0171568393707275
567,"bilirubin (E,Z or Z,E)*",1.0168706178665161
568,3-indoleglyoxylic acid,1.0167897939682007
569,adenine,1.016787052154541
570,3-hydroxytridecanoate,1.0167827606201172
574,3-hydroxyhexanoylcarnitine (1),1.0161088705062866
575,N-formylmethionine,1.0160410404205322
577,"5alpha-androstan-3beta,17beta-diol monosulfate (2)",1.0158847570419312
578,1-stearoyl-GPC (18:0),1.015568494796753
579,1-palmitoyl-GPI* (16:0),1.015385389328003
580,"sphingomyelin (d18:2/24:1, d18:1/24:2)*",1.0152347087860107
581,isovalerylglycine,1.01515531539917
582,phenol sulfate,1.0151180028915405
584,7-ketocholesterol,1.0150362253189087
585,serotonin,1.0150079727172852
587,sulfate of piperine metabolite C18H21NO3 (1)*,1.0147709846496582
588,phenyllactate (PLA),1.0146652460098267
589,1-linolenoylglycerol (18:3),1.0144832134246826
592,digalacturonic acid,1.0142079591751099
599,4-hydroxyhippurate,1.0131181478500366
602,cholesterol,1.0124908685684204
604,ribulose/xylulose,1.0121556520462036
605,octadecenedioate (C18:1-DC),1.0121506452560425
606,glycocholate,1.0121498107910156
607,prolylglycine,1.0121147632598877
609,1-oleoyl-GPE (18:1),1.0118999481201172
615,2-hydroxyheptanoate*,1.0113003253936768
616,trimethylamine N-oxide,1.011297345161438
621,undecenoylcarnitine (C11:1),1.011082410812378
622,propionylglycine (C3),1.0109825134277344
625,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP),1.0108906030654907
628,1-stearoyl-GPE (18:0),1.0101830959320068
630,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1.0096484422683716
634,3-hydroxyisonicotinic acid,1.0092982053756714
635,"5,6-dihydrouridine",1.0091452598571777
638,N-carbamoylalanine,1.0086729526519775
642,oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*,1.0084630250930786
643,indolelactate,1.0078468322753906
645,isoleucylglycine,1.0076088905334473
646,1-palmitoyl-GPS (16:0)*,1.0075581073760986
648,"bilirubin degradation product, C17H18N2O4 (1)",1.0074893236160278
651,(12 or 13)-methylmyristate (a15:0 or i15:0),1.0072153806686401
653,docosadienoate (22:2n6),1.0071557760238647
655,4-hydroxyphenylpyruvate,1.0070922374725342
657,3-hydroxymargarate,1.0070546865463257
658,delta-tocopherol,1.0070511102676392
662,3-hydroxyisobutyrate,1.0068362951278687
665,oleoylcarnitine (C18:1),1.0064101219177246
666,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",1.0062265396118164
667,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",1.006203532218933
668,"bilirubin degradation product, C16H18N2O5 (3)",1.0061116218566895
672,mannitol/sorbitol,1.0054352283477783
673,lactobacillic acid,1.005293369293213
674,cholate sulfate,1.005171537399292
675,lithocholate,1.0051069259643555
677,N-acetylglutamate,1.005103588104248
681,phytosphingosine,1.0047080516815186
682,coumaroylquinate (2),1.0046522617340088
685,mevalonolactone,1.0044560432434082
687,retinol (Vitamin A),1.0043545961380005
688,phenylacetylaspartate,1.0042681694030762
689,glutaminylleucine,1.0041983127593994
693,"5alpha-pregnan-3beta,20alpha-diol disulfate",1.003914475440979
694,2-acetamidobutanoate,1.003826379776001
698,ascorbic acid 2-sulfate,1.0030663013458252
701,pantetheine,1.0029488801956177
704,(3'-5')-adenylyladenosine*,1.0027849674224854
705,N-acetyltaurine,1.0027813911437988
707,"bilirubin degradation product, C17H18N2O4 (2)",1.0026651620864868
708,(N(1) + N(8))-acetylspermidine,1.0026253461837769
710,lignoceroylcarnitine (C24)*,1.0025345087051392
713,"cis-3,4-methyleneheptanoylcarnitine",1.0024394989013672
714,dihomolinoleate (20:2n6),1.0022590160369873
715,dihydroorotate,1.0019770860671997
716,4-chlorobenzoic acid,1.0019224882125854
717,3-hydroxysebacate,1.0018547773361206
718,homocitrulline,1.0018364191055298
719,cysteinylglycine,1.0011961460113525
721,alpha-ketoglutarate,1.000612735748291
723,chenodeoxycholate,1.0005611181259155
728,1-palmitoyl-GPA (16:0),1.000366449356079
729,N-propionylalanine,1.0003293752670288
732,N-acetylvaline,1.00030517578125
733,carotene diol (3),1.0003048181533813
735,leucylglycine,1.0002537965774536
736,5-dodecenoylcarnitine (C12:1),1.0002508163452148
738,10-nonadecenoate (19:1n9),1.0002291202545166
740,diosmetin,1.00022292137146
741,N-palmitoyl-sphingosine (d18:1/16:0),1.0002211332321167
743,methylsuccinate,1.000204086303711
745,1-margaroylglycerol (17:0),1.0002013444900513
746,1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*,1.000199794769287
751,"N6,N6,N6-trimethyllysine",1.0001708269119263
753,2-hydroxyphenylacetate,1.0001647472381592
755,linolenate (18:3n3 or 3n6),1.0001493692398071
758,N-butyryl-leucine,1.00014066696167
760,N-acetyl-aspartyl-glutamate (NAAG),1.0001381635665894
761,alpha-tocopherol,1.0001381635665894
763,threonine,1.0001354217529297
764,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,1.0001351833343506
770,N-stearoyl-sphinganine (d18:0/18:0)*,1.000128984451294
771,beta-alanine,1.0001283884048462
772,caffeate,1.0001264810562134
773,biocytin,1.000120759010315
775,dipicolinate,1.0001204013824463
776,palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,1.0001202821731567
778,"7,12-diketolithocholate",1.0001194477081299
779,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],1.0001167058944702
781,N-acetylglucosamine conjugate of C24H38O4 bile acid,1.000115990638733
783,ribonate,1.0001133680343628
789,hexadecasphingosine (d16:1)*,1.0001039505004883
791,"1,5-anhydroglucitol (1,5-AG)",1.0001028776168823
792,N-methylproline,1.0001028776168823
793,N-acetylarginine,1.000102162361145
796,bilirubin,1.0000982284545898
799,galactosylglycerol,1.000090479850769
801,N-alpha-acetylornithine,1.00009024143219
804,1-palmitoyl-GPE (16:0),1.0000869035720825
806,dCMP,1.000084400177002
807,N6-carboxyethyllysine,1.0000818967819214
808,urate,1.0000816583633423
810,sphinganine,1.0000786781311035
811,tetradecadienoate (14:2)*,1.0000786781311035
813,O-sulfo-L-tyrosine,1.000077247619629
816,gamma-glutamylthreonine,1.000074863433838
818,N-palmitoyl-phytosphingosine (t18:0/16:0),1.0000736713409424
819,N-acetylleucine,1.0000730752944946
822,o-Tyrosine,1.0000711679458618
823,saccharopine,1.0000706911087036
826,2-oxoarginine*,1.0000689029693604
827,indolin-2-one,1.0000687837600708
829,tryptophylglycine,1.0000663995742798
833,piperine,1.0000598430633545
835,gamma-glutamylphenylalanine,1.0000574588775635
836,4-methylthio-2-oxobutanoate,1.0000569820404053
838,coumaroylquinate (5),1.0000543594360352
840,formiminoglutamate,1.0000535249710083
842,dibutyl sulfosuccinate,1.000052571296692
843,N-succinyl-leucine,1.000051498413086
845,uridine,1.00005042552948
852,gamma-glutamyltyrosine,1.000044584274292
853,N-acetyl-cadaverine,1.000043511390686
856,"12,13-DiHOME",1.0000427961349487
857,deoxymugineic acid,1.0000425577163696
860,eicosenoate (20:1n9 or 1n11),1.0000404119491577
863,anthranilate,1.0000393390655518
864,"2,8-quinolinediol",1.0000381469726562
865,palmitoylcarnitine (C16),1.0000377893447876
866,pregnenetriol sulfate*,1.0000358819961548
868,gamma-glutamylalanine,1.0000327825546265
869,3-(3-hydroxyphenyl)propionate,1.00003182888031
870,5-acetylamino-6-formylamino-3-methyluracil,1.0000317096710205
879,N-acetylhistamine,1.0000272989273071
881,lithocholate sulfate (1),1.0000267028808594
883,"ceramide (d18:1/17:0, d17:1/18:0)*",1.0000264644622803
888,3-hydroxydecanoate,1.000023603439331
889,3-ureidopropionate,1.0000234842300415
894,phosphate,1.0000187158584595
898,coumaroylquinate (1),1.0000174045562744
902,hexadecasphinganine (d16:0)*,1.0000154972076416
907,ornithine,1.0000113248825073
909,N-acetylserine,1.0000108480453491
910,linoleoylcarnitine (C18:2)*,1.0000104904174805
913,octadecadienedioate (C18:2-DC)*,1.0000078678131104
914,"ceramide (d18:2/24:1, d18:1/24:2)*",1.0000072717666626
916,stearoylcarnitine (C18),1.000006079673767
918,(3'-5')-cytidylyluridine*,1.0000057220458984
921,3-hydroxyoctanoate,1.000001311302185
922,"2,3-dihydroxyisovalerate",1.0000003576278687
