,Metabolites,Odds ratio (recurr / cleared)
557,nicotinamide,1.0070958137512207
558,N-acetylleucine,1.006973385810852
560,histidine betaine (hercynine)*,1.0065393447875977
562,N-acetylglucosaminylasparagine,1.0063742399215698
563,caprate (10:0),1.0062782764434814
565,malonate,1.0060962438583374
569,tricarballylate,1.0054879188537598
570,coumaroylquinate (5),1.005474328994751
571,phenol sulfate,1.005313515663147
572,N-acetylhomocitrulline,1.005226492881775
573,5-(2-Hydroxyethyl)-4-methylthiazole,1.0051474571228027
576,indole,1.0049480199813843
577,serotonin,1.0049153566360474
578,pregnenetriol sulfate*,1.004862904548645
579,"hydroxy-N6,N6,N6-trimethyllysine*",1.0047924518585205
580,2'-deoxyinosine,1.0046393871307373
581,allantoin,1.0045830011367798
582,piperidine,1.0045758485794067
585,N-acetylglucosamine conjugate of C24H40O4 bile acid,1.004361629486084
586,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",1.0043575763702393
588,glycerophosphoinositol*,1.0042883157730103
590,digalacturonic acid,1.0040420293807983
592,N-acetylglutamate,1.0039143562316895
593,galactosylglycerol,1.0038831233978271
595,gamma-tocotrienol,1.0037968158721924
596,meglumine,1.003766417503357
601,1-methyl-5-imidazoleacetate,1.0033060312271118
603,stearoylcarnitine (C18),1.0030616521835327
605,hexadecatrienoate (16:3n3),1.003015160560608
606,N-acetylhistidine,1.0029789209365845
607,theanine,1.0029762983322144
616,suberoylcarnitine (C8-DC),1.002387523651123
617,succinylglutamine,1.0022109746932983
618,lactobacillic acid,1.0022063255310059
619,decanoylcarnitine (C10),1.0021790266036987
620,chlorogenate,1.002118706703186
624,agmatine,1.0017677545547485
625,syringaldehyde,1.001462697982788
628,2-oxoarginine*,1.001276969909668
630,"bilirubin degradation product, C16H18N2O5 (3)",1.001156210899353
631,3-sulfo-L-alanine,1.0010836124420166
633,5-dodecenoylcarnitine (C12:1),1.0009851455688477
636,deoxymugineic acid,1.0008717775344849
637,malonylcarnitine,1.0008143186569214
638,1-methyl-4-imidazoleacetate,1.0007824897766113
641,4-hydroxycinnamate,1.000451683998108
643,hesperetin,1.000445008277893
645,2'-deoxycytidine,1.0003623962402344
646,(S)-3-hydroxybutyrylcarnitine,1.0003485679626465
647,1-methylguanidine,1.000335931777954
649,gamma-glutamylhistidine,1.000314712524414
650,N2-acetyllysine,1.000301718711853
651,alpha-hydroxyisocaproate,1.000285029411316
652,N-palmitoyltaurine,1.0002403259277344
653,1-(1-enyl-oleoyl)-GPE (P-18:1)*,1.0002285242080688
654,10-hydroxystearate,1.000214695930481
655,3-hydroxydecanoylcarnitine,1.0002055168151855
657,eicosapentaenoate (EPA; 20:5n3),1.0001821517944336
661,linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,1.0001623630523682
664,pheophorbide A,1.0001550912857056
665,3-hydroxyhexanoylcarnitine (1),1.0001537799835205
667,Flavone derivative C26H28O14 (3)*,1.0001490116119385
668,N-acetylpyrraline,1.0001482963562012
670,lignoceroyl ethanolamide (24:0)*,1.0001460313796997
671,dehydroepiandrosterone sulfate (DHEA-S),1.0001451969146729
672,phenethylamine,1.000144124031067
673,21-hydroxypregnenolone disulfate,1.0001434087753296
674,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),1.0001420974731445
675,3-formylindole,1.0001416206359863
676,Flavone derivative C26H28O14 (5)*,1.0001411437988281
680,norvaline,1.000136137008667
682,glycocholenate sulfate*,1.0001320838928223
687,4-methyl-2-oxopentanoate,1.0001258850097656
688,carotene diol (3),1.0001176595687866
691,N-acetylneuraminate,1.0001139640808105
692,deoxycholic acid 12-sulfate*,1.0001124143600464
693,linoleate (18:2n6),1.0001096725463867
694,beta-alanine,1.0001084804534912
695,N-stearoyl-sphingosine (d18:1/18:0)*,1.000108242034912
696,N-acetylglucosamine conjugate of C24H38O4 bile acid,1.0001072883605957
697,"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",1.000106930732727
698,5-methyluridine (ribothymidine),1.0001064538955688
700,5-oxoproline,1.0001024007797241
705,N-palmitoylglycine,1.000098705291748
706,3-hydroxypalmitoylcarnitine,1.000098705291748
708,N-oleoylserine,1.0000959634780884
710,tryptophylglycine,1.0000947713851929
712,oleoylcarnitine (C18:1),1.000092625617981
714,1-palmitoyl-GPI* (16:0),1.0000921487808228
717,glycerophosphoserine*,1.000091314315796
718,solanidine,1.0000910758972168
719,2-hydroxyadipate,1.00009024143219
720,N-butyryl-phenylalanine,1.000089168548584
725,acetylagmatine,1.0000869035720825
727,1-linoleoyl-digalactosylglycerol (18:2)*,1.0000859498977661
728,2-palmitoyl-galactosylglycerol (16:0)*,1.0000838041305542
730,glutamine conjugate of C6H10O2 (2)*,1.000083088874817
738,acesulfame,1.0000767707824707
741,histamine,1.0000752210617065
742,8-hydroxyoctanoate,1.0000749826431274
743,diosmetin,1.0000746250152588
744,gamma-glutamylmethionine,1.0000739097595215
745,dodecenedioate (C12:1-DC)*,1.0000734329223633
746,homo-cis-aconitate,1.0000733137130737
747,"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",1.0000721216201782
749,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1.0000717639923096
750,3b-hydroxy-5-cholenoic acid,1.0000711679458618
751,ursodeoxycholate,1.0000696182250977
752,tyramine O-sulfate,1.0000686645507812
753,chenodeoxycholic acid sulfate (2),1.0000683069229126
759,1-linoleoyl-GPA (18:2)*,1.0000661611557007
760,"1,3-dimethylurate",1.0000659227371216
771,eicosenoylcarnitine (C20:1)*,1.0000602006912231
774,2-keto-3-deoxy-gluconate,1.0000584125518799
775,"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",1.0000582933425903
777,hexadecenedioate (C16:1-DC)*,1.000057339668274
778,dCMP,1.0000572204589844
780,maleate,1.000056505203247
783,histidine,1.0000548362731934
786,1-methylurate,1.0000536441802979
787,"5alpha-androstan-3alpha,17alpha-diol disulfate",1.0000526905059814
791,4-hydroxyglutamate,1.0000512599945068
796,behenoyl sphingomyelin (d18:1/22:0)*,1.0000489950180054
798,valylleucine,1.0000485181808472
799,arachidoylcarnitine (C20)*,1.000048041343689
800,"bilirubin degradation product, C16H18N2O5 (2)",1.0000473260879517
803,nicotinate ribonucleoside,1.0000454187393188
804,chrysoeriol,1.0000450611114502
806,pantoate,1.000044584274292
807,"androstenediol (3beta,17beta) disulfate (1)",1.0000430345535278
808,tetrahydrocortisol disulfate,1.0000429153442383
810,hypotaurine,1.0000425577163696
811,lignoceroylcarnitine (C24)*,1.0000420808792114
812,hexadecanedioate (C16),1.0000417232513428
815,sebacate (C10-DC),1.0000404119491577
816,glutarylcarnitine (C5-DC),1.0000402927398682
817,1-linolenoylglycerol (18:3),1.0000401735305786
818,guanosine,1.0000394582748413
820,2-oxo-1-pyrrolidinepropionate,1.0000392198562622
822,3-methylglutarylcarnitine (2),1.000038504600525
827,fructosyllysine,1.0000364780426025
831,S-methylcysteine,1.0000358819961548
832,1-palmitoyl-GPA (16:0),1.0000351667404175
834,diaminopimelate,1.000035047531128
835,"5alpha-androstan-3alpha,17beta-diol disulfate",1.000035047531128
838,3-methyl-2-oxovalerate,1.0000333786010742
839,adipoylcarnitine (C6-DC),1.0000330209732056
843,fumarate,1.0000321865081787
844,linolenate (18:3n3 or 3n6),1.000031590461731
845,N-acetylproline,1.0000313520431519
847,carnosine,1.000030755996704
849,undecanedioate (C11-DC),1.0000298023223877
851,naringenin,1.0000286102294922
854,uracil,1.0000276565551758
855,arachidonate (20:4n6),1.0000274181365967
857,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],1.0000272989273071
858,N-methyl-GABA,1.0000272989273071
861,N-acetyl-cadaverine,1.0000258684158325
862,N1-methylinosine,1.0000256299972534
863,taurochenodeoxycholate,1.0000255107879639
866,beta-hydroxyisovalerate,1.0000243186950684
869,tyrosine,1.0000230073928833
871,N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH)),1.0000224113464355
872,2-hydroxyarachidate*,1.00002121925354
873,2-piperidinone,1.0000208616256714
876,hexadecadienoate (16:2n6),1.0000189542770386
877,"bilirubin degradation product, C17H18N2O4 (2)",1.0000184774398804
878,palmitoylcarnitine (C16),1.0000183582305908
879,prolylhydroxyproline,1.0000178813934326
880,ciliatine (2-aminoethylphosphonate),1.0000178813934326
882,propionylcarnitine (C3),1.0000174045562744
883,creatinine,1.0000174045562744
884,N-oleoyl-sphingosine (d18:1/18:1)*,1.0000174045562744
886,"ceramide (d18:1/14:0, d16:1/16:0)*",1.0000165700912476
887,lactose,1.0000163316726685
890,hydroxyproline,1.0000144243240356
892,docosapentaenoate (DPA; 22:5n3),1.000014305114746
893,3-dehydrochenodeoxycholate,1.0000139474868774
894,docosahexaenoate (DHA; 22:6n3),1.0000135898590088
895,4-chlorobenzoic acid,1.0000126361846924
896,"N,N-dimethyl-5-aminovalerate",1.0000123977661133
899,maltol,1.0000108480453491
900,glycoursodeoxycholic acid sulfate (1),1.0000098943710327
901,1-oleoyl-GPE (18:1),1.000009298324585
902,vanillin,1.0000090599060059
904,(12 or 13)-methylmyristate (a15:0 or i15:0),1.0000081062316895
905,glycochenodeoxycholate,1.0000076293945312
908,caprylate (8:0),1.0000064373016357
912,1-dihomo-linoleoylglycerol (20:2),1.000004529953003
914,"N6,N6-dimethyllysine",1.0000030994415283
915,dehydrolithocholate,1.0000020265579224
920,5-acetylamino-6-amino-3-methyluracil,1.0000004768371582
921,thymidine,1.0000003576278687
