,Metabolites,Odds ratio (recurr / cleared)
281,glycochenodeoxycholate glucuronide (1),0.948846697807312
283,margarate (17:0),0.949173629283905
285,2-methylbutyrylphenylalanine,0.9494921565055847
288,N-carbamoylglutamate,0.950241208076477
289,feruloylquinate (1),0.9503009915351868
295,"3,7-dimethylurate",0.950954020023346
296,3-dehydrocholate,0.9509792327880859
300,2-aminoadipate,0.9519261717796326
302,octadecanedioate (C18),0.951981246471405
303,3-carboxyadipate,0.9519830346107483
306,N-linoleoylglycine,0.9521960020065308
307,7-methylxanthine,0.9523305296897888
314,(16 or 17)-methylstearate (a19:0 or i19:0),0.9530748128890991
315,N-acetylsphingosine,0.9537484645843506
316,epicatechin,0.9539610743522644
318,hypoxanthine,0.9545711278915405
319,S-1-pyrroline-5-carboxylate,0.9546477198600769
320,acetylcarnitine (C2),0.9550520777702332
322,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),0.955249011516571
324,"bilirubin degradation product, C16H18N2O5 (4)",0.9558086395263672
326,deoxycholic acid glucuronide,0.9561523199081421
330,spermine,0.9566797614097595
331,D-urobilin,0.9567725658416748
332,caffeine,0.956963300704956
334,ferulate,0.9573452472686768
339,lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,0.9583207368850708
341,N-formylanthranilic acid,0.958490252494812
343,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),0.9590329527854919
345,dihydroferulate,0.9592482447624207
347,valylglycine,0.9596830606460571
348,arachidate (20:0),0.9599063992500305
354,theobromine,0.9614622592926025
356,galactitol (dulcitol),0.9621240496635437
358,N-carboxymethylalanine,0.9623982906341553
362,2'-deoxyadenosine 5'-monophosphate,0.962988555431366
365,isocitric lactone,0.9645370244979858
376,"5alpha-androstan-3beta,17beta-diol disulfate",0.9666582345962524
377,maltose,0.9668445587158203
379,"3,5-dihydroxyphenylpropionate",0.9669917225837708
382,arginine,0.9677678942680359
387,dihydroxyphenylalanine (L-DOPA),0.9686743021011353
388,1-palmitoylglycerol (16:0),0.9687607884407043
390,dihomolinolenate (20:3n3 or 3n6),0.96881502866745
392,"1,2-dilinoleoyl-GPC (18:2/18:2)",0.9690095782279968
393,isohyodeoxycholate,0.9694645404815674
395,dibutyl sulfosuccinate,0.9701725840568542
397,2-aminophenol,0.9702634215354919
404,arachidoyl ethanolamide (20:0)*,0.9718407988548279
415,N-acetylserine,0.9737182855606079
416,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP),0.9737582802772522
417,ascorbic acid 3-sulfate*,0.973831057548523
422,N-acetyl-3-methylhistidine*,0.9751938581466675
423,tetrahydrocortisol sulfate (2),0.9752398133277893
424,myristoleate (14:1n5),0.975344717502594
425,cytosine,0.9756432175636292
426,"1,1-kestotetraose",0.9756929278373718
428,threonylphenylalanine,0.9759162068367004
429,enterolactone,0.9761765003204346
431,glutarate (C5-DC),0.9764548540115356
432,OAHSA (18:1/OH-18:0),0.9765998125076294
434,2-oleoylglycerol (18:1),0.9773174524307251
438,N-acetylasparagine,0.9780200719833374
445,hexadecasphingosine (d16:1)*,0.9786226153373718
446,pantetheine,0.9787362217903137
447,sphinganine,0.9787811636924744
448,1-linoleoylglycerol (18:2),0.978905975818634
451,fucose,0.9795295000076294
455,3-S-cysteinyl-2-methylpropanoate*,0.9803317785263062
456,margaroyl ethanolamide*,0.980385959148407
461,N-methylpipecolate,0.9812146425247192
463,maltitol/lactitol/cellobiotol/palatinol,0.9814196825027466
471,4-hydroxyphenylacetate sulfate,0.9823145270347595
472,glycine,0.9823766350746155
487,"N,N,N-trimethyl-5-aminovalerate",0.9839370846748352
489,octadecadienedioate (C18:2-DC)*,0.984377920627594
491,N-acetylcarnosine,0.9845133423805237
492,laurate (12:0),0.9845770001411438
493,lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,0.984601616859436
494,3-hydroxysuberate,0.9848942160606384
500,2-oxindole-3-acetate,0.9858635067939758
502,2'-deoxyuridine,0.9859422445297241
503,cryptochlorogenic acid,0.9860628843307495
505,N-acetyl-1-methylhistidine*,0.9861980080604553
506,5-methylnorleucine,0.9862115383148193
507,coumaroylquinate (4),0.9862287044525146
508,pregnenolone sulfate,0.9863048195838928
509,sphingosine,0.9863969087600708
514,tyrosylglycine,0.9875614643096924
515,erythrose,0.987632691860199
516,1-myristoylglycerol (14:0),0.9878141283988953
521,hexadecasphinganine (d16:0)*,0.9881634712219238
522,phenylacetylmethionine,0.9882287979125977
523,trans-urocanate,0.9888487458229065
525,histidylalanine,0.9892076849937439
527,2-hydroxyoleate,0.9893824458122253
529,dihydrocaffeate sulfate (2),0.9897807836532593
536,1-methylnicotinamide,0.991102933883667
538,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),0.991188645362854
549,palmitoleate (16:1n7),0.9922847747802734
550,leucylalanine,0.9923123121261597
551,isovalerylglycine,0.9924235939979553
552,dihydroferulic acid sulfate,0.9924575686454773
555,dihydrokaempferol,0.9926952123641968
556,phytanate,0.9928054213523865
559,diglycerol,0.9930926561355591
561,1-carboxyethylleucine,0.9935349822044373
564,creatine,0.9938058257102966
566,2-hydroxydecanoate,0.9940869808197021
567,7-ketolithocholate,0.9943224787712097
568,1-palmitoyl-GPE (16:0),0.9945164918899536
574,N-acetylisoleucine,0.9949471354484558
575,feruloylquinate (5),0.9949783086776733
583,succinoyltaurine,0.9955052733421326
584,7-methylurate,0.9956517219543457
587,linoleoylcarnitine (C18:2)*,0.995693027973175
589,glutaminylleucine,0.9958972334861755
591,isobutyrylglycine (C4),0.9960190057754517
594,quinate,0.9961559176445007
597,alpha-tocotrienol,0.9963083267211914
598,fructose,0.9964117407798767
599,5-aminovalerate,0.9964232444763184
600,N-linoleoyltaurine*,0.9966553449630737
602,7-ketocholesterol,0.996788740158081
604,1-pentadecanoylglycerol (15:0),0.9969910979270935
608,1-linoleoyl-GPI* (18:2)*,0.9970486760139465
609,alpha-ketoglutarate,0.9971421360969543
610,apigenin,0.9972201585769653
611,mevalonolactone,0.9972341060638428
612,gamma-glutamylcitrulline*,0.9972463846206665
613,LAHSA (18:2/OH-18:0)*,0.9973106980323792
614,trigonelline (N'-methylnicotinate),0.997532308101654
615,guanine,0.9975922107696533
621,picolinate,0.9979081153869629
622,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,0.9980360865592957
623,octadecenedioate (C18:1-DC),0.9980800151824951
626,2-palmitoylglycerol (16:0),0.9985576272010803
627,asparagine,0.9985876083374023
629,gamma-glutamylisoleucine*,0.9987454414367676
632,nicotinate,0.998993992805481
634,"5alpha-androstan-3beta,17beta-diol monosulfate (2)",0.9990434050559998
635,indolin-2-one,0.9991008043289185
639,feruloylquinate (2),0.9993051290512085
640,orotate,0.9993203282356262
642,N-monomethylarginine,0.9995493292808533
644,valine,0.999636709690094
648,theophylline,0.9996705055236816
656,tetrahydrocortisone,0.9998006224632263
658,1-carboxyethylisoleucine,0.9998201727867126
659,xanthurenate,0.9998208284378052
660,glycylvaline,0.9998270273208618
662,"2,4,6-trihydroxybenzoate",0.9998414516448975
663,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),0.9998442530632019
666,1-dihomo-linolenylglycerol (20:3),0.999846875667572
669,3-(4-hydroxyphenyl)propionate,0.999852180480957
677,2-iminopiperidine,0.9998598694801331
678,8-hydroxyguanine,0.9998620748519897
679,3-hydroxylaurate,0.9998623728752136
681,malate,0.9998652338981628
683,erythritol,0.9998688697814941
684,N-succinyl-phenylalanine,0.9998692870140076
685,"bilirubin degradation product, C17H18N2O4 (3)",0.9998719096183777
686,N-acetyltyrosine,0.999873161315918
689,xanthine,0.9998825192451477
690,(3'-5')-cytidylyluridine*,0.9998858571052551
699,butyrate/isobutyrate (4:0),0.9998956322669983
701,eriodictyol,0.9998985528945923
702,glucuronate,0.9998990297317505
703,4-methylthio-2-oxobutanoate,0.9999000430107117
704,N-propionylmethionine,0.9999001622200012
707,N-acetylhistamine,0.9999037981033325
709,catechin,0.9999046325683594
711,pentose acid*,0.999905526638031
713,laurylcarnitine (C12),0.9999074935913086
715,N6-formyllysine,0.9999078512191772
716,N-methylhydantoin,0.9999079704284668
721,p-hydroxybenzaldehyde,0.9999116063117981
722,1-methylhistamine,0.9999117851257324
723,pentadecanoate (15:0),0.9999130368232727
724,gamma-glutamylalanine,0.9999130964279175
726,glycochenodeoxycholate 3-sulfate,0.9999136328697205
729,N1-Methyl-2-pyridone-5-carboxamide,0.9999164938926697
731,"3,4-dihydroxyphenylacetate",0.9999185800552368
732,N-acetylphenylalanine,0.999920129776001
733,"N,N-dimethylalanine",0.9999213218688965
734,heptadecasphingosine (d17:1),0.9999213218688965
735,prolylglycine,0.999922513961792
736,5-hydroxyhexanoate,0.9999225735664368
737,ponciretin,0.9999227523803711
739,"2,3-dimethylsuccinate",0.9999242424964905
740,linolenoyl ethanolamide,0.9999245405197144
748,pyridoxate,0.9999279379844666
754,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*",0.999931812286377
755,palmitoleoyl ethanolamide*,0.9999333620071411
756,cholate sulfate,0.9999335408210754
757,"androstenediol (3alpha, 17alpha) monosulfate (2)",0.9999336004257202
758,docosadienoate (22:2n6),0.9999338984489441
761,cis-urocanate,0.9999340176582336
762,5-dodecenoate (12:1n7),0.9999344348907471
763,N-alpha-acetylornithine,0.9999344944953918
764,dexpanthenol,0.9999348521232605
765,sphingadienine,0.999935507774353
766,gamma-glutamylglutamine,0.999936044216156
767,vanillic acid glycine,0.9999364018440247
768,6-hydroxynicotinate,0.9999378323554993
769,isoursodeoxycholate,0.9999381303787231
770,protoporphyrin IX,0.9999382495880127
772,succinylcarnitine (C4-DC),0.9999403357505798
773,valylglutamine,0.9999403357505798
776,riboflavin (Vitamin B2),0.9999420642852783
779,I-urobilinogen,0.9999434351921082
781,thioproline,0.9999443292617798
782,dipicolinate,0.9999449253082275
784,syringic acid,0.9999452233314514
785,behenoylcarnitine (C22)*,0.999946117401123
788,guanidinoacetate,0.9999474287033081
789,indole-3-carboxylate,0.9999476671218872
790,1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,0.9999487400054932
792,nervonoylcarnitine (C24:1)*,0.9999491572380066
793,stearidonate (18:4n3),0.9999496340751648
794,ursodeoxycholate sulfate (1),0.9999509453773499
795,gentisate,0.9999510049819946
797,palmitoylcholine,0.9999516010284424
801,N-succinyl-leucine,0.9999542832374573
802,phenylacetylglutamine,0.999954342842102
805,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",0.9999553561210632
809,argininosuccinate,0.9999574422836304
813,gamma-aminobutyrate (GABA),0.9999582171440125
814,formiminoglutamate,0.9999591708183289
819,dimethylmalonic acid,0.9999607801437378
821,pregnenediol sulfate (C21H34O5S)*,0.9999614357948303
823,chenodeoxycholate,0.9999616146087646
824,N-palmitoyl-sphinganine (d18:0/16:0),0.9999622702598572
825,N-formylmethionine,0.9999631643295288
826,3-hydroxymargaroylglycine,0.9999634027481079
828,Flavone derivative C26H28O14 (4)*,0.9999639987945557
829,5alpha-pregnan-diol disulfate,0.9999640583992004
830,N-stearoyltaurine,0.9999640583992004
833,1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,0.9999648332595825
836,pheophytin A,0.9999656677246094
837,dimethylglycine,0.999966025352478
840,caproate (6:0),0.999967098236084
841,coumaroylquinate (3),0.9999675750732422
842,3-hydroxy-3-methylglutarate,0.9999678134918213
846,N-delta-acetylornithine,0.9999690055847168
848,pregnen-diol disulfate*,0.9999696612358093
850,"N1,N12-diacetylspermine",0.9999709725379944
852,1-(1-enyl-stearoyl)-GPE (P-18:0)*,0.9999717473983765
853,1-methylxanthine,0.9999722242355347
856,citraconate/glutaconate,0.9999727010726929
859,alpha-tocopherol,0.9999738931655884
860,3-hydroxymyristate,0.9999740123748779
864,arabonate/xylonate,0.999975323677063
865,glycerophosphoglycerol,0.9999755620956421
867,"glutamate, gamma-methyl ester",0.999976396560669
868,2-myristoylglycerol (14:0),0.9999769330024719
870,"cis-3,4-methyleneheptanoylcarnitine",0.9999772906303406
874,1-stearoyl-GPE (18:0),0.9999791979789734
875,1-carboxyethylphenylalanine,0.9999804496765137
881,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",0.9999825358390808
885,glycocholate,0.9999828934669495
888,glutamate,0.9999851584434509
889,C-glycosyltryptophan,0.9999853372573853
891,2-hydroxynervonate*,0.9999856352806091
897,anthranilate,0.9999877214431763
898,adenine,0.9999887347221375
903,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),0.9999911785125732
906,1-palmitoyl-galactosylglycerol (16:0)*,0.9999925494194031
907,2-methylbutyrylcarnitine (C5),0.999993085861206
909,nicotinamide riboside,0.9999942183494568
910,lithocholic acid sulfate (2),0.999995231628418
911,6-oxopiperidine-2-carboxylate,0.9999953508377075
913,isovalerate (C5),0.9999959468841553
916,isoleucylglycine,0.999998152256012
917,argininate*,0.9999986290931702
918,lithocholate sulfate (1),0.9999986290931702
919,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),0.9999988079071045
922,tetradecanedioate (C14),0.9999999403953552
